u,v,key,osmid,highway,maxspeed,name,oneway,reversed,length,geometry,lanes,ref,junction,width,bridge,access,tunnel,service,est_width
4346554540,399343667,0,1352060018,primary,30 mph,Hotwell Road,True,False,46.227195300792346,"LINESTRING (-2.6080519 51.4505277, -2.608206 51.4505127, -2.6084301 51.4504876, -2.6087064 51.4504482)",,A4,,,,,,,
4346554544,4351712303,0,34508994,primary,30 mph,Hotwell Road,True,False,47.601368330590894,"LINESTRING (-2.6068148 51.4505431, -2.6075017 51.4505472)",,A4,,,,,,,
4346554544,462977732,0,34508911,unclassified,30 mph,,True,False,141.47403959857007,"LINESTRING (-2.6068148 51.4505431, -2.6071108 51.4505015, -2.6072642 51.4504836, -2.607424 51.4504835, -2.6074759 51.4504844, -2.607686 51.4504894, -2.607718 51.4504873, -2.6079098 51.4504893, -2.6081855 51.4504815, -2.6088379 51.4504187)",,,,,,,,,
4346554544,18483296,0,250047661,primary,30 mph,Anchor Road,False,True,64.34966088240886,"LINESTRING (-2.6068148 51.4505431, -2.6066095 51.4505519, -2.6063878 51.4505478, -2.6062223 51.4505397, -2.6059817 51.4505138, -2.6058912 51.4505087)",4,A4,,,,,,,
4346554546,17487067,0,203293007,primary,30 mph,Jacobs Wells Roundabout,False,False,6.52330196659353,"LINESTRING (-2.6077341 51.4505951, -2.6077806 51.4505907, -2.6078277 51.4505911)",,,circular,,,,,,
4346554546,4346554558,0,203293007,primary,30 mph,Jacobs Wells Roundabout,False,True,17.546839135137084,"LINESTRING (-2.6077341 51.4505951, -2.6076556 51.4506144, -2.6075892 51.4506469, -2.6075406 51.4506899)",,,circular,,,,,,
4346554558,4346554546,0,203293007,primary,30 mph,Jacobs Wells Roundabout,False,False,17.546839135137084,"LINESTRING (-2.6075406 51.4506899, -2.6075892 51.4506469, -2.6076556 51.4506144, -2.6077341 51.4505951)",,,circular,,,,,,
4346554558,4456789903,0,203293007,primary,30 mph,Jacobs Wells Roundabout,False,True,11.674203260994833,"LINESTRING (-2.6075406 51.4506899, -2.6075201 51.4507225, -2.60751 51.4507569, -2.6075108 51.4507919)",,,circular,,,,,,
4346554567,430663971,0,186130422,residential,30 mph,Saint Georges Road,True,False,34.925251572806985,"LINESTRING (-2.6075492 51.4508642, -2.60751 51.4508549, -2.6074712 51.4508493, -2.6073897 51.4508349, -2.6073387 51.4508289, -2.6073061 51.450825, -2.607054 51.450817)",,,,,,,,,
4346554567,4456789903,0,718083948,primary,30 mph,Jacobs Wells Roundabout,True,False,8.516347525302432,"LINESTRING (-2.6075492 51.4508642, -2.6075238 51.4508293, -2.6075108 51.4507919)",,,circular,,,,,,
4346554572,1572010466,0,436786747,secondary,30 mph,Jacobs Wells Road,True,False,30.989262261681812,"LINESTRING (-2.607895 51.4511603, -2.6077716 51.4510483, -2.6076493 51.4509275)",,,,,,,,,
4346554572,11865591910,0,"[280997083, 436786748]",secondary,"['20 mph', '30 mph']",Jacobs Wells Road,False,False,136.4791907424092,"LINESTRING (-2.607895 51.4511603, -2.6079413 51.4512826, -2.6081301 51.4516402, -2.6082806 51.4518542, -2.6083084 51.4518784, -2.6084577 51.4520082, -2.6087114 51.4521866, -2.6087841 51.4522315)",2,B4466,,,,,,,
4346557385,1876656282,0,754105704,tertiary,20 mph,Prince Street,False,True,3.917381851078773,"LINESTRING (-2.5964396 51.4516618, -2.5963831 51.451663)",,,,,,,,,
4346557385,1108272499,0,"[177212283, 177212277]",unclassified,20 mph,"['Prince Street', 'Broad Quay']",True,False,37.343696833000806,"LINESTRING (-2.5964396 51.4516618, -2.5964956 51.4517366, -2.596553 51.4518027, -2.5966 51.451865, -2.5966303 51.4519006, -2.5966861 51.4519602)",,,,,,,,,
4351712087,264675410,0,437362803,service,,Lime Kiln Road,False,False,67.13924028766148,"LINESTRING (-2.6073444 51.4503634, -2.6073144 51.4503708, -2.6072934 51.4503759, -2.6071869 51.4503891, -2.607079 51.4503972, -2.6069524 51.4504002, -2.6067519 51.4504046, -2.6065099 51.4504025, -2.6063826 51.4503984)",,,,,,,,,
4351712303,4346554546,0,436786745,primary,30 mph,Hotwell Road,True,False,16.962234211842702,"LINESTRING (-2.6075017 51.4505472, -2.6077341 51.4505951)",,A4,,,,,,,
4351712303,4346554540,0,34508994,primary,30 mph,Hotwell Road,True,False,38.20533814111432,"LINESTRING (-2.6075017 51.4505472, -2.6077631 51.4505431, -2.6080519 51.4505277)",,A4,,,,,,,
4374643943,26200581,0,4321081,residential,20 mph,Whatley Road,False,True,144.43646161364694,"LINESTRING (-2.611473 51.4650727, -2.6127468 51.4648336, -2.6128368 51.4648284, -2.6134988 51.4648625)",,,,,,,,,
4414001238,26167335,0,4315918,residential,20 mph,Osborne Villas,False,True,33.54543586154521,"LINESTRING (-2.6019325 51.4601356, -2.6017224 51.4598638)",,,,6,,,,,
4414001238,4414001240,0,443866930,service,,,False,False,4.987196145454599,"LINESTRING (-2.6019325 51.4601356, -2.6018655 51.460152)",,,,,,,,,
4414001238,26167336,0,4315918,residential,20 mph,Osborne Villas,False,False,115.02454666978045,"LINESTRING (-2.6019325 51.4601356, -2.6019423 51.4601483, -2.6029079 51.4599008, -2.6026798 51.4595594)",,,,6,,,,,
4414001240,4414001238,0,443866930,service,,,False,True,4.987196145454599,"LINESTRING (-2.6018655 51.460152, -2.6019325 51.4601356)",,,,,,,,,
4415045772,1381006934,0,444000964,service,,,False,True,23.140892200046974,"LINESTRING (-2.5942636 51.4569606, -2.5944377 51.4571382)",,,,,,,,,
4415045772,279752829,0,42878548,primary,20 mph,Rupert Street,True,False,56.666158481349775,"LINESTRING (-2.5942636 51.4569606, -2.5943081 51.4569463, -2.5945213 51.4568874, -2.5946013 51.4568653, -2.5949799 51.4567607, -2.59501 51.4567524)",2,A38,,,,,,,
4416875031,4416875033,0,444200858,service,,,False,False,3.271757854027814,"LINESTRING (-2.6046774 51.4604229, -2.604632 51.460431)",,,,,,,,,
4416875033,10658471700,0,157013473,tertiary,20 mph,Woodland Road,False,True,40.494468235246025,"LINESTRING (-2.604632 51.460431, -2.6047946 51.4607808)",2,,,,,,,,
4416875033,4416875031,0,444200858,service,,,False,True,3.271757854027814,"LINESTRING (-2.604632 51.460431, -2.6046774 51.4604229)",,,,,,,,,
4416875033,1692444946,0,157013473,tertiary,20 mph,Woodland Road,False,False,56.81651213961651,"LINESTRING (-2.604632 51.460431, -2.604602 51.4603664, -2.6044039 51.4599402)",2,,,,,,,,
4422870536,393143648,0,37032066,residential,,Dowry Parade,True,False,34.780023148693516,"LINESTRING (-2.6207367 51.4505051, -2.6204872 51.4507765)",,,,,,,,,
4422870536,4422870561,0,444827883,residential,20 mph,Dowry Parade,True,False,37.07485178329511,"LINESTRING (-2.6207367 51.4505051, -2.6206008 51.4505926, -2.6204875 51.4506697, -2.6203524 51.4507359)",,,,,,,,,
4422870561,393143651,0,36816387,residential,30 mph,,True,False,14.79339109050457,"LINESTRING (-2.6203524 51.4507359, -2.6201481 51.4506973)",,,,,,,,,
4424346028,4424346029,0,444980831,service,,,False,True,24.96409331740138,"LINESTRING (-2.6185436 51.4539586, -2.6186846 51.4541652)",,,,,,,,,
4424346029,21529964,0,40978886,residential,20 mph,Royal York Crescent,False,False,22.04396661798326,"LINESTRING (-2.6186846 51.4541652, -2.6184 51.4542538)",,,,,,,,,
4424346029,4424346028,0,444980831,service,,,False,False,24.96409331740138,"LINESTRING (-2.6186846 51.4541652, -2.6185436 51.4539586)",,,,,,,,,
4424346029,25954702,0,40978886,residential,20 mph,Royal York Crescent,False,True,85.5223814002831,"LINESTRING (-2.6186846 51.4541652, -2.619022 51.4540601, -2.6192085 51.454009, -2.61942 51.4539774, -2.6198533 51.4539482)",,,,,,,,,
4426224306,4426224308,0,445150596,service,,,False,True,2.6522472834887743,"LINESTRING (-2.6008184 51.460168, -2.6008385 51.4601883)",,,,,,,,,
4426224306,26165151,0,4315926,residential,20 mph,Myrtle Road,False,False,26.559468321984525,"LINESTRING (-2.6008184 51.460168, -2.600884 51.4601424, -2.6010025 51.4601111, -2.6011695 51.4600741)",,,,,,,,,
4426224306,1250715152,0,4315926,residential,20 mph,Myrtle Road,False,True,75.38351584061998,"LINESTRING (-2.6008184 51.460168, -2.6006908 51.4602178, -2.5998964 51.460528)",,,,,,,,,
4426224308,4426224306,0,445150596,service,,,False,False,2.6522472834887743,"LINESTRING (-2.6008385 51.4601883, -2.6008184 51.460168)",,,,,,,,,
4427052243,10795195540,0,445249028,service,,,False,False,16.43568974183424,"LINESTRING (-2.6006062 51.4590024, -2.6004753 51.4590564, -2.6004084 51.459084)",,,,,,,,,
4456789903,17487066,0,436786743,primary,30 mph,Anchor Road,True,False,10.454129846229137,"LINESTRING (-2.6075108 51.4507919, -2.6074577 51.4507039)",,A4,,,,,,,
4456789903,4346554558,0,203293007,primary,30 mph,Jacobs Wells Roundabout,False,False,11.674203260994833,"LINESTRING (-2.6075108 51.4507919, -2.60751 51.4507569, -2.6075201 51.4507225, -2.6075406 51.4506899)",,,circular,,,,,,
4484476609,4484476616,0,"[451623009, 451623010, 451623011]",service,,,False,True,66.41957440344139,"LINESTRING (-2.609495 51.4602413, -2.6091502 51.4603319, -2.6088944 51.4603992, -2.6086117 51.4604735)",,,,,,,building_passage,,
4484476616,10283016088,0,574877223,primary,20 mph,Whiteladies Road,False,False,15.4143701417724,"LINESTRING (-2.6086117 51.4604735, -2.6085943 51.4606117)",2,A4018,,,,,,,
4484476616,17585267,0,574877223,primary,20 mph,Whiteladies Road,False,True,9.754204727197578,"LINESTRING (-2.6086117 51.4604735, -2.6086217 51.460386)",2,A4018,,,,,,,
4484476616,4484476609,0,"[451623009, 451623010, 451623011]",service,,,False,False,66.41957440344139,"LINESTRING (-2.6086117 51.4604735, -2.6088944 51.4603992, -2.6091502 51.4603319, -2.609495 51.4602413)",,,,,,,building_passage,,
4484476637,26165113,0,4315792,residential,20 mph,Belgrave Road,False,True,46.42281797954477,"LINESTRING (-2.6078594 51.4613249, -2.6085291 51.461339)",,,,12,,,,,
4484476637,4484476646,0,451623008,service,,,False,False,7.281640408032466,"LINESTRING (-2.6078594 51.4613249, -2.6078496 51.4613901)",,,,,,,,,
4484476637,1970090673,0,4315792,residential,20 mph,Belgrave Road,False,False,16.854220849548145,"LINESTRING (-2.6078594 51.4613249, -2.6077952 51.4613236, -2.6076522 51.4613481, -2.6076249 51.4613569)",,,,12,,,,,
4484476646,4484476637,0,451623008,service,,,False,True,7.281640408032466,"LINESTRING (-2.6078496 51.4613901, -2.6078594 51.4613249)",,,,,,,,,
4527090031,4422870536,0,37032066,residential,,Dowry Parade,True,False,29.99205123871488,"LINESTRING (-2.6208863 51.4502526, -2.6208293 51.4503739, -2.6207367 51.4505051)",,,,,,,,,
4527090031,4527090034,0,"[456451026, 456451028, 456451030]",service,,,False,True,24.602693777807907,"LINESTRING (-2.6208863 51.4502526, -2.6210378 51.4502962, -2.6211539 51.4503297, -2.6212086 51.4503454)",,,,,,,building_passage,,
4527090034,4527090031,0,"[456451026, 456451028, 456451030]",service,,,False,False,24.602693777807907,"LINESTRING (-2.6212086 51.4503454, -2.6211539 51.4503297, -2.6210378 51.4502962, -2.6208863 51.4502526)",,,,,,,building_passage,,
4527090044,5914862032,0,666521629,cycleway,,,False,False,10.036249627885878,"LINESTRING (-2.6189131 51.4471728, -2.6189553 51.4471781, -2.6190524 51.4471971)",,,,1,,,,,
4527125033,830599231,0,456456367,service,,,False,False,10.125882645592409,"LINESTRING (-2.6189777 51.4566397, -2.6188404 51.4566709)",,,,,,,,,
4527208127,4527208128,0,456465221,service,,,False,True,17.160297551376843,"LINESTRING (-2.6215407 51.4616174, -2.6217531 51.461538)",,,,,,,,,
4527208127,17705266,0,4293773,residential,20 mph,College Road,False,False,72.6081017730908,"LINESTRING (-2.6215407 51.4616174, -2.6213725 51.4614569, -2.6211382 51.4612279, -2.6209733 51.4610684)",,,,,,,,,
4527208127,7621555190,0,4293773,residential,20 mph,College Road,False,True,47.37524963064861,"LINESTRING (-2.6215407 51.4616174, -2.6217822 51.4618143, -2.6219692 51.4619492)",,,,,,,,,
4527208128,4527208127,0,456465221,service,,,False,False,17.160297551376843,"LINESTRING (-2.6217531 51.461538, -2.6215407 51.4616174)",,,,,,,,,
4532834614,1419000140,0,"[961585456, 457082411, 124806868, 961585455]",service,,Challoner Court,False,"[False, True]",93.66522591957644,"LINESTRING (-2.5950107 51.4480263, -2.5950268 51.4476686, -2.5950884 51.4476699, -2.5951729 51.4476707, -2.5952811 51.4476817, -2.5958023 51.4476951)",,,,,,,building_passage,,
4537676025,2334396189,0,109995386,residential,20 mph,Southwell Street,False,False,55.371005770236216,"LINESTRING (-2.5992991 51.459806, -2.598793 51.4601914)",,,,,,,,,
4537676025,4537676027,0,"[109995386, 4315924]",residential,20 mph,Southwell Street,False,True,35.35779402468643,"LINESTRING (-2.5992991 51.459806, -2.5994946 51.4596542, -2.5996226 51.4595601)",2,,,,,,,,
4537676027,4537676025,0,"[109995386, 4315924]",residential,20 mph,Southwell Street,False,False,35.35779402468643,"LINESTRING (-2.5996226 51.4595601, -2.5994946 51.4596542, -2.5992991 51.459806)",2,,,,,,,,
4537676027,4537676025,1,295167555,service,,,True,False,70.86735699781474,"LINESTRING (-2.5996226 51.4595601, -2.599467 51.4594755, -2.599437 51.4594691, -2.5994098 51.4594685, -2.5993836 51.459472, -2.59936 51.4594796, -2.5991203 51.4596551, -2.5990998 51.4596769, -2.5991047 51.4596946, -2.5991228 51.4597102, -2.5991422 51.4597216, -2.5992991 51.459806)",,,,,,,yes,,
4537676027,26165153,0,4315924,residential,20 mph,Southwell Street,False,True,76.44277338381936,"LINESTRING (-2.5996226 51.4595601, -2.5996955 51.4594993, -2.6003177 51.4590263)",2,,,,,,,,
4538695033,4538695034,0,457769818,service,,,False,True,8.108788836142386,"LINESTRING (-2.5971392 51.4547364, -2.5970335 51.4547051)",,,,,,,,,
4538695034,5410116336,0,3528789,primary,20 mph,,False,False,2.661804420845733,"LINESTRING (-2.5970335 51.4547051, -2.5970134 51.4547255)",2,A38,,,,,,,
4538695034,4538695033,0,457769818,service,,,False,False,8.108788836142386,"LINESTRING (-2.5970335 51.4547051, -2.5971392 51.4547364)",,,,,,,,,
4538695034,17486550,0,3528789,primary,20 mph,,False,True,43.50978467501887,"LINESTRING (-2.5970335 51.4547051, -2.5970664 51.4546718, -2.5971971 51.4545496, -2.5973574 51.4543702)",2,A38,,,,,,,
4565880110,4565880113,0,"[461021576, 461021577, 461021578]",service,,,False,True,15.32295399626175,"LINESTRING (-2.6123225 51.4632288, -2.6123627 51.4632701, -2.612413 51.4633216, -2.6124383 51.4633462)",,,,,,,building_passage,,
4565880113,26150467,0,4313896,residential,20 mph,Alma Vale Road,False,True,21.68315429356171,"LINESTRING (-2.6124383 51.4633462, -2.6126935 51.4632333)",,,,,,,,,
4565880113,833216530,0,"[4313896, 461021559]",residential,20 mph,Alma Vale Road,False,False,103.29038737194881,"LINESTRING (-2.6124383 51.4633462, -2.6118005 51.463617, -2.6116758 51.463658, -2.6112609 51.4637461, -2.6111217 51.4637378)",,,,,,,,,
4565880113,4565880110,0,"[461021576, 461021577, 461021578]",service,,,False,False,15.322953996261752,"LINESTRING (-2.6124383 51.4633462, -2.612413 51.4633216, -2.6123627 51.4632701, -2.6123225 51.4632288)",,,,,,,building_passage,,
4565880160,4565880163,0,"[461021586, 461021587, 461021588]",service,,,False,True,25.666935724979147,"LINESTRING (-2.6148671 51.4620823, -2.6149211 51.4621323, -2.6150231 51.4622265, -2.6150749 51.4622734)",,,,,,,building_passage,,
4565880163,26150465,0,4313896,residential,20 mph,Alma Vale Road,False,False,85.60398976914385,"LINESTRING (-2.6150749 51.4622734, -2.6147579 51.4624065, -2.6140422 51.4626961)",,,,,,,,,
4565880163,26150474,0,4313896,residential,20 mph,Alma Vale Road,False,True,101.97559947531695,"LINESTRING (-2.6150749 51.4622734, -2.615771 51.4620415, -2.6159509 51.46199, -2.6163919 51.4618648)",,,,,,,,,
4565880163,4565880160,0,"[461021586, 461021587, 461021588]",service,,,False,False,25.666935724979147,"LINESTRING (-2.6150749 51.4622734, -2.6150231 51.4622265, -2.6149211 51.4621323, -2.6148671 51.4620823)",,,,,,,building_passage,,
4569517057,4569517058,0,461464742,unclassified,20 mph,Host Street,False,True,5.173201566609042,"LINESTRING (-2.5966796 51.455897, -2.5966085 51.4558828)",,,,,,,,,
4569517058,1852053768,0,25662811,unclassified,20 mph,Host Street,False,True,4.385383032515156,"LINESTRING (-2.5966085 51.4558828, -2.5965894 51.4559204)",,,,,,,,,
4569517058,4569517057,0,461464742,unclassified,20 mph,Host Street,False,False,5.173201566609042,"LINESTRING (-2.5966085 51.4558828, -2.5966796 51.455897)",,,,,,,,,
4569517058,279763787,0,25662811,unclassified,20 mph,Host Street,False,False,125.64083785288604,"LINESTRING (-2.5966085 51.4558828, -2.5966589 51.4557963, -2.5967759 51.4557136, -2.5970701 51.4555194, -2.5971093 51.4554913, -2.5975076 51.4550731, -2.5976014 51.4550038, -2.5976672 51.4549821)",,,,,,,,,
4585717379,1986278336,0,4308334,residential,20 mph,Richmond Terrace,True,False,88.71110811684896,"LINESTRING (-2.6127166 51.455775, -2.6129316 51.4555911, -2.6131815 51.4553775, -2.6134533 51.4551698, -2.6134949 51.4551421)",,,,,,,,,
4585717379,4585717387,0,463290286,service,,,False,True,33.807652009872875,"LINESTRING (-2.6127166 51.455775, -2.6126734 51.4557084, -2.6126506 51.4556626, -2.6126305 51.4556066, -2.6126305 51.4555515, -2.6126412 51.4555122, -2.6126639 51.4554836)",,,,,,,,,
4585717384,4585717387,0,463290286,service,,,False,False,2.8862343493756977,"LINESTRING (-2.6126936 51.4554654, -2.6126639 51.4554836)",,,,,,,,,
4585717385,4585717386,0,463290287,service,,,False,True,6.309205359163658,"LINESTRING (-2.6125557 51.4553452, -2.6124943 51.4553871)",,,,,,,,,
4585717386,4585717385,0,463290287,service,,,False,False,6.309205359163658,"LINESTRING (-2.6124943 51.4553871, -2.6125557 51.4553452)",,,,,,,,,
4585717386,4585717387,0,463290288,service,,,False,False,15.913282699489027,"LINESTRING (-2.6124943 51.4553871, -2.6126639 51.4554836)",,,,,,,,,
4585717386,4585717388,0,463290288,service,,,False,True,2.7639453812090933,"LINESTRING (-2.6124943 51.4553871, -2.6124649 51.4553703)",,,,,,,,,
4585717387,4585717384,0,463290286,service,,,False,True,2.8862343493756977,"LINESTRING (-2.6126639 51.4554836, -2.6126936 51.4554654)",,,,,,,,,
4585717387,4585717386,0,463290288,service,,,False,True,15.913282699489027,"LINESTRING (-2.6126639 51.4554836, -2.6124943 51.4553871)",,,,,,,,,
4585717387,4585717379,0,463290286,service,,,False,False,33.80765200987288,"LINESTRING (-2.6126639 51.4554836, -2.6126412 51.4555122, -2.6126305 51.4555515, -2.6126305 51.4556066, -2.6126506 51.4556626, -2.6126734 51.4557084, -2.6127166 51.455775)",,,,,,,,,
4585717388,4585717386,0,463290288,service,,,False,False,2.7639453812090933,"LINESTRING (-2.6124649 51.4553703, -2.6124943 51.4553871)",,,,,,,,,
4589377095,4589377096,0,463690609,service,,,False,True,32.07829128983839,"LINESTRING (-2.6160964 51.4545802, -2.6164515 51.4547653)",,,,,,,,,
4589377096,26009749,0,4757146,secondary,20 mph,Merchants Road,False,False,12.448730802846342,"LINESTRING (-2.6164515 51.4547653, -2.6163304 51.454848)",,B3129,,,,,,,
4589377096,4589377095,0,463690609,service,,,False,False,32.07829128983839,"LINESTRING (-2.6164515 51.4547653, -2.6160964 51.4545802)",,,,,,,,,
4589377096,6319406261,0,4757146,secondary,20 mph,Merchants Road,False,True,87.38860214031017,"LINESTRING (-2.6164515 51.4547653, -2.6165681 51.4546847, -2.6166439 51.4546525, -2.6167477 51.4546332, -2.6168453 51.4546391, -2.6169555 51.4546646, -2.6171188 51.4547129, -2.6173282 51.4547607, -2.6174901 51.45478, -2.6175928 51.4547827)",,B3129,,,,,,,
4590641787,26170080,0,4319668,residential,20 mph,Leigh Road,False,False,38.93952383625166,"LINESTRING (-2.612301 51.4610336, -2.6120004 51.4607377)",,,,,,,,,
4590641787,4590641788,0,463854247,service,,,False,True,6.209133011577113,"LINESTRING (-2.612301 51.4610336, -2.61222 51.4610575)",,,,,,,,,
4590641787,26215521,0,4319668,residential,20 mph,Leigh Road,False,True,137.95219756055116,"LINESTRING (-2.612301 51.4610336, -2.6123406 51.4610765, -2.6133175 51.4621004)",,,,,,,,,
4590641788,4590641787,0,463854247,service,,,False,False,6.209133011577113,"LINESTRING (-2.61222 51.4610575, -2.612301 51.4610336)",,,,,,,,,
4592591838,4592591839,0,464104300,service,,Saint George's Court,False,True,17.851728488538413,"LINESTRING (-2.6049537 51.451444, -2.6048505 51.4512969)",,,,,,,,,
4592591839,430665519,0,173587177,residential,20 mph,Saint Georges Road,False,True,5.803357858281634,"LINESTRING (-2.6048505 51.4512969, -2.6049299 51.4512803)",,,,,,,,,
4592591839,4592591838,0,464104300,service,,Saint George's Court,False,False,17.851728488538413,"LINESTRING (-2.6048505 51.4512969, -2.6049537 51.451444)",,,,,,,,,
4592591839,982910537,0,173587177,residential,20 mph,Saint Georges Road,False,False,36.906468650119095,"LINESTRING (-2.6048505 51.4512969, -2.6047357 51.4513124, -2.6043295 51.4513658)",,,,,,,,,
4592735594,2554338033,0,"[464121393, 464121394, 464121395]",service,,,False,False,21.74900125470979,"LINESTRING (-2.6048253 51.4507547, -2.6048392 51.4507901, -2.6048628 51.4508408, -2.6048192 51.4508487, -2.6046999 51.4508725)",,,,,,,building_passage,,
4592735633,4592735638,0,464121404,service,,,False,True,10.16675527974685,"LINESTRING (-2.6054667 51.4513591, -2.6055954 51.4513152)",,,,,,,,,
4592735634,4592735638,0,464121404,service,,,False,False,28.319830701452524,"LINESTRING (-2.6059615 51.451202, -2.6055954 51.4513152)",,,,,,,,,
4592735635,247910788,0,173587177,residential,20 mph,Saint Georges Road,False,False,29.04412468710093,"LINESTRING (-2.6054528 51.4511257, -2.605076 51.4512401)",,,,,,,,,
4592735635,4592735651,0,173587177,residential,20 mph,Saint Georges Road,False,True,53.73707635549967,"LINESTRING (-2.6054528 51.4511257, -2.6057749 51.4510273, -2.6061784 51.4509623)",,,,,,,,,
4592735635,4592735638,0,"[464121401, 464121402, 464121403]",service,,,False,True,23.275652545591274,"LINESTRING (-2.6054528 51.4511257, -2.6055005 51.4511885, -2.6055559 51.4512652, -2.6055954 51.4513152)",,,,,,,building_passage,,
4592735638,4592735633,0,464121404,service,,,False,False,10.16675527974685,"LINESTRING (-2.6055954 51.4513152, -2.6054667 51.4513591)",,,,,,,,,
4592735638,4592735634,0,464121404,service,,,False,True,28.319830701452524,"LINESTRING (-2.6055954 51.4513152, -2.6059615 51.451202)",,,,,,,,,
4592735638,4592735635,0,"[464121401, 464121402, 464121403]",service,,,False,False,23.275652545591274,"LINESTRING (-2.6055954 51.4513152, -2.6055559 51.4512652, -2.6055005 51.4511885, -2.6054528 51.4511257)",,,,,,,building_passage,,
4592735647,4592735651,0,173587177,residential,20 mph,Saint Georges Road,False,False,3.9166753748719505,"LINESTRING (-2.6062325 51.4509521, -2.6061784 51.4509623)",,,,,,,,,
4592735647,430663971,0,173587177,residential,20 mph,Saint Georges Road,False,True,58.87477185460711,"LINESTRING (-2.6062325 51.4509521, -2.607054 51.450817)",,,,,,,,,
4592735651,4592735647,0,173587177,residential,20 mph,Saint Georges Road,False,True,3.9166753748719505,"LINESTRING (-2.6061784 51.4509623, -2.6062325 51.4509521)",,,,,,,,,
4592735651,4592735647,1,"[656849595, 656849596, 464121406]",service,,,True,False,48.24874473229155,"LINESTRING (-2.6061784 51.4509623, -2.6061419 51.4508048, -2.606113 51.4507956, -2.6060933 51.4507894, -2.6060993 51.4507729, -2.6061155 51.4507743, -2.606163 51.4507783, -2.6061821 51.450786, -2.6061925 51.450799, -2.6062325 51.4509521)",,,,,,,building_passage,,
4592735651,4592735635,0,173587177,residential,20 mph,Saint Georges Road,False,False,53.73707635549967,"LINESTRING (-2.6061784 51.4509623, -2.6057749 51.4510273, -2.6054528 51.4511257)",,,,,,,,,
4621518860,1080015168,0,4081699,residential,20 mph,Portland Street,False,False,21.72889897154263,"LINESTRING (-2.5980831 51.4621124, -2.5977907 51.4621831)",,,,,,,,,
4621518860,6835921890,0,4081699,residential,20 mph,Portland Street,False,True,41.18409929995106,"LINESTRING (-2.5980831 51.4621124, -2.5983064 51.4620587, -2.5986378 51.4619792)",,,,,,,,,
4621518860,4621518863,0,467543974,service,,,False,True,41.49913662544735,"LINESTRING (-2.5980831 51.4621124, -2.5982535 51.4623982, -2.5981857 51.4624139, -2.5981983 51.4624358)",,,,,,,,,
4621518863,4621518860,0,467543974,service,,,False,False,41.49913662544735,"LINESTRING (-2.5981983 51.4624358, -2.5981857 51.4624139, -2.5982535 51.4623982, -2.5980831 51.4621124)",,,,,,,,,
4621519022,4740701182,0,98497796,tertiary,20 mph,Cotham Road,False,False,72.67208244831164,"LINESTRING (-2.6023006 51.4623496, -2.6020303 51.4623657, -2.6012614 51.4624374)",,,,,,,,,
4621519022,435846331,0,98497796,tertiary,20 mph,Cotham Road,False,True,52.48113790139751,"LINESTRING (-2.6023006 51.4623496, -2.6023676 51.4623448, -2.6024958 51.4623379, -2.60267 51.4623294, -2.6027642 51.4623248, -2.6030564 51.4623237)",,,,,,,,,
4621519022,4621519024,0,467543998,service,5 mph,,False,True,46.61165837055238,"LINESTRING (-2.6023006 51.4623496, -2.602239 51.462494, -2.6022913 51.4627618)",,,,,,,,,
4621519024,4621519022,0,467543998,service,5 mph,,False,False,46.61165837055238,"LINESTRING (-2.6022913 51.4627618, -2.602239 51.462494, -2.6023006 51.4623496)",,,,,,,,,
4688567213,20000369,0,475038814,unclassified,20 mph,Christmas Street,True,False,17.130160338461796,"LINESTRING (-2.5960927 51.4562859, -2.5960632 51.4563116, -2.5960304 51.4563345, -2.5959564 51.4563372, -2.5958888 51.4563198)",,,,,,,,,
4688567213,279762294,0,"[1350940163, 177586093]",primary,20 mph,Lewins Mead,True,False,42.48190135338329,"LINESTRING (-2.5960927 51.4562859, -2.5960368 51.4564769, -2.5959631 51.4566591)",2,A38,,,,,,,
4688614009,4773779116,0,562883780,secondary,20 mph,Baldwin Street Link,False,True,25.008018465619966,"LINESTRING (-2.5977593 51.4535463, -2.5974019 51.453515)",2,,,,,,,,
4688614009,4773779115,0,562883781,primary,20 mph,St Augustine's Parade,False,True,8.199147046741738,"LINESTRING (-2.5977593 51.4535463, -2.5977405 51.4536191)",,A38,,,,,,,
4688614009,17486553,0,"[484592976, 712126725]",primary,20 mph,St Augustine's Parade,False,False,68.41334180748184,"LINESTRING (-2.5977593 51.4535463, -2.5977952 51.4533713, -2.597816 51.4532698, -2.5978856 51.4529361)",4,A38,,,,,,,
4739030156,26151657,0,145292581,residential,20 mph,Archfield Road,False,False,24.933994737353597,"LINESTRING (-2.59733 51.4650089, -2.5969997 51.4649198)",,,,,,,,,
4739030156,6051774215,0,"[480953060, 480953062]",service,,,False,False,51.58542604597923,"LINESTRING (-2.59733 51.4650089, -2.597442 51.4648534, -2.5975349 51.4647244, -2.5975832 51.4646567, -2.5976981 51.4646877)",,,,,,,building_passage,,
4740701178,4740701182,0,481124800,service,,,False,True,19.294926340302084,"LINESTRING (-2.6013773 51.4625791, -2.6013451 51.4625732, -2.6013149 51.4625628, -2.6012921 51.4625389, -2.6012815 51.4625094, -2.6012614 51.4624374)",,,,,,,,,
4740701182,429911356,0,98497796,tertiary,20 mph,Cotham Road,False,False,5.120329309535486,"LINESTRING (-2.6012614 51.4624374, -2.6011883 51.4624442)",,,,,,,,,
